id,title,url,isPaid,price,numSubscribers,numReviews,numPublishedLectures,instructionalLevel,contentInfo,publishedTime,,,Is Paid,Total,Column1
358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,TRUE,60,8314,83,47,Beginner Level,4 hours,2015-01-24T06:31:19Z,,,,,
153210,Learn Accounting. Understand Business.,https://www.udemy.com/learn-accounting-understand-business/,TRUE,200,5572,123,33,Beginner Level,5.5 hours,2014-03-27T17:58:37Z,,,,,
834836,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,TRUE,145,1433,169,15,Intermediate Level,1 hour,2016-05-09T05:44:33Z,,,,,
1171994,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,TRUE,20,936,6,11,Intermediate Level,1.5 hours,2017-04-11T00:59:50Z,,,,,
1239068,How to Buy Cheap Options - Options Trading Pricing Model,https://www.udemy.com/options-black-scholes-model/,TRUE,200,658,2,19,All Levels,1 hour,2017-06-02T18:12:45Z,,,,,
985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,TRUE,105,8121,689,40,All Levels,3.5 hours,2016-10-18T00:51:59Z,,,,,
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,TRUE,60,4187,600,79,Beginner Level,9 hours,2016-02-29T18:45:41Z,,,,,
165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,TRUE,155,9445,497,38,All Levels,4.5 hours,2014-02-19T19:04:28Z,,,,,
855172,Hedge and Mutual Fund Careers: The Complete Guide,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,TRUE,200,3255,340,102,All Levels,8.5 hours,2016-06-20T20:17:12Z,,,,,
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,TRUE,185,7941,713,40,All Levels,6.5 hours,2014-08-11T08:01:14Z,,,,,
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,TRUE,150,1680,158,76,All Levels,5.5 hours,2016-11-26T04:09:14Z,,,,,
43319,Options Trading Basics (3-Course Bundle),https://www.udemy.com/learn-options-trading-courses/,TRUE,180,10100,985,45,Beginner Level,11 hours,2013-02-25T11:36:06Z,,,,,
408440,How to Win 97% of Your Options Trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,TRUE,125,5050,461,26,All Levels,1.5 hours,2015-02-10T04:21:40Z,,,,,
918688,How I Make Consistent Returns Trading Options,https://www.udemy.com/how-i-make-15-per-month-trading-options/,TRUE,200,2310,162,26,All Levels,3.5 hours,2016-10-05T17:42:52Z,,,,,
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.udemy.com/money-management/,TRUE,185,5528,506,32,All Levels,3 hours,2015-02-19T11:31:27Z,,,,,
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,TRUE,125,6451,237,28,All Levels,5 hours,2014-04-16T13:58:31Z,,,,,
401784,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,TRUE,95,12394,218,30,Beginner Level,2.5 hours,2015-02-20T21:39:41Z,,,,,
1122792,The Almost Perfect Options Trading Strategy System - Unique,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,TRUE,200,1793,18,15,All Levels,1 hour,2017-03-03T21:43:05Z,,,,,
709500,Forex Trading -  Learn to Trade Forex Like the Banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,TRUE,20,3223,240,23,All Levels,1 hour,2016-03-30T15:29:03Z,,,,,
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,TRUE,60,16385,273,45,Beginner Level,3 hours,2014-09-02T03:53:13Z,,,,,
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,TRUE,200,1487,16,18,All Levels,2 hours,2017-03-08T21:09:41Z,,,,,
834558,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,TRUE,200,2951,232,60,All Levels,4 hours,2016-05-04T05:22:32Z,,,,,
551968,The Blueprint for Successful Stock Trading,https://www.udemy.com/stock-market-millionaire-blueprint/,TRUE,120,2697,331,15,All Levels,1 hour,2015-08-13T18:58:05Z,,,,,
1005658,Trading for Beginners - Intermediate Level,https://www.udemy.com/trading-for-beginners-tier-2/,TRUE,150,3979,40,39,Beginner Level,5 hours,2016-11-09T01:45:20Z,,,,,
746432,Start Trading Stocks Using Technical Analysis!,https://www.udemy.com/professional-stock-trader/,TRUE,25,3190,244,45,All Levels,4 hours,2016-02-03T17:10:31Z,,,,,
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,https://www.udemy.com/hedge-fund-startup/,TRUE,200,1406,71,54,Expert Level,1.5 hours,2017-01-18T20:55:27Z,,,,,
284118,VPS for Forex Trading - Protect Your Forex Robots,https://www.udemy.com/forex-vps/,TRUE,160,4252,225,24,All Levels,2 hours,2014-09-19T04:07:58Z,,,,,
302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,TRUE,20,11958,370,134,Beginner Level,11.5 hours,2014-10-02T09:16:55Z,,,,,
596598,Basic Excel for Basic Bookkeeping and Accounting,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,TRUE,95,7743,340,33,Beginner Level,1.5 hours,2015-09-10T00:30:48Z,,,,,
860890,"Using 'The Greeks To Understand Options""",https://www.udemy.com/options-greeks/,TRUE,50,2134,55,5,All Levels,1 hour,2016-07-13T18:37:40Z,,,,,
951050,Trading Options For Consistent Returns: Calendar Spreads,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,TRUE,200,1214,69,20,All Levels,1.5 hours,2016-10-07T04:58:46Z,,,,,
796450,How to Create Your Personal Budget,https://www.udemy.com/personal-budget/,TRUE,20,3870,53,10,All Levels,1 hour,2016-03-21T21:09:49Z,,,,,
502772,The Complete Value Investing Course: A Proven Approach,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,TRUE,200,2146,212,49,All Levels,4.5 hours,2015-06-16T22:43:07Z,,,,,
1102462,FOREX Trading with Price Action,https://www.udemy.com/forex-trading-system/,TRUE,195,484,57,19,Beginner Level,1 hour,2017-03-14T18:30:55Z,,,,,
1062092,Emini ES Futures - Advanced Non Directional Options Trading,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,TRUE,200,1057,15,14,All Levels,1.5 hours,2017-01-11T20:48:19Z,,,,,
891484,Forex Trading - Advanced Fundamental Analysis,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,TRUE,20,1754,100,49,Intermediate Level,2.5 hours,2016-06-30T17:06:46Z,,,,,
1217064,How To Invest With Tiny Capital In Stocks ?,https://www.udemy.com/howtoinvest5k/,TRUE,20,1239,5,6,Beginner Level,42 mins,2017-05-23T16:07:09Z,,,,,
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,TRUE,95,2493,276,108,All Levels,9.5 hours,2015-01-31T19:02:09Z,,,,,
1259560,Test your knowledge in Basics of Accounting,https://www.udemy.com/test-your-knowledge-in-basics-of-accounting/,TRUE,30,1000,11,0,Beginner Level,218 questions,2017-06-20T05:56:52Z,,,,,
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.udemy.com/metatrader4/,TRUE,150,2602,402,57,Beginner Level,5 hours,2015-10-28T17:32:56Z,,,,,
1270254,Test your Knowledge in Cost Accounting,https://www.udemy.com/test-your-knowledge-in-cost-accounting/,TRUE,30,999,3,0,All Levels,18 questions,2017-06-27T10:43:44Z,,,,,
474928,Intermediate Options trading concepts for Stocks and Options,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,TRUE,40,2000,30,9,All Levels,1 hour,2015-04-13T20:28:04Z,,,,,
1148774,Options Trading 101: The Basics,https://www.udemy.com/options-trading-101-the-basics/,FALSE,Free,1514,66,11,Beginner Level,33 mins,2017-03-23T22:19:57Z,,,,,
959144,Practical Accounts APP Overview,https://www.udemy.com/practical-accounts-app-overview/,TRUE,20,1361,1,14,Intermediate Level,3 hours,2016-10-04T23:38:32Z,,,,,
1233350,Bitcoin Profits for Beginners,https://www.udemy.com/bitcoin-profits-for-beginners/,TRUE,100,61,18,30,Beginner Level,1.5 hours,2017-06-09T17:01:05Z,,,,,
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,TRUE,75,1513,31,60,All Levels,5.5 hours,2015-08-04T19:16:51Z,,,,,
724062,Financial Statements Basics,https://www.udemy.com/financial-statements-basics/,TRUE,20,1374,19,9,Beginner Level,2 hours,2016-01-14T18:58:56Z,,,,,
474212,High performance Stock Trading using key Options techniques,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,TRUE,40,2103,15,6,All Levels,1.5 hours,2015-04-12T22:28:45Z,,,,,
771276,Introduction to Financial Statement Analysis,https://www.udemy.com/introduction-to-financial-statement-analysis/,TRUE,20,1480,25,25,Beginner Level,1.5 hours,2016-03-21T17:00:37Z,,,,,
388164,Basics of Economics (College Level),https://www.udemy.com/economics-for-accounting-and-finance-professionals/,TRUE,25,2516,12,20,All Levels,1.5 hours,2015-01-08T13:55:52Z,,,,,
133536,Stock Market Investing for Beginners,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,FALSE,Free,50855,2698,15,Beginner Level,1.5 hours,2013-12-25T19:53:34Z,,,,,
655300,Accounting for Beginners : Learn Basics in under 1 Hour,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,TRUE,50,1971,13,20,Beginner Level,1.5 hours,2015-12-03T17:08:10Z,,,,,
949504,Straddle Options Trading - Profit in Any Market Direction,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,TRUE,200,837,9,19,All Levels,1 hour,2016-10-03T17:32:40Z,,,,,
265960,Fundamentals of Forex Trading,https://www.udemy.com/fundamentals-of-forex-trading/,FALSE,Free,17160,620,23,All Levels,1 hour,2014-08-29T20:10:38Z,,,,,
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,TRUE,195,1723,38,24,Beginner Level,1 hour,2015-12-14T18:29:57Z,,,,,
923616,Website Investing 101 - Buying & Selling Online Businesses,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,FALSE,Free,6811,151,51,All Levels,2 hours,2016-08-05T17:03:15Z,,,,,
741898,Practical Accounts & Bookkeeping Automated Overview ,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,TRUE,20,2060,17,30,All Levels,4.5 hours,2016-01-28T21:43:31Z,,,,,
381330,Live Account - ETF Trading System - Hacking The Stock Market,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,TRUE,150,2318,19,16,All Levels,5 hours,2014-12-31T03:29:21Z,,,,,
545918,Stock Market Leverage: How to Start Trading Options Wisely,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,TRUE,95,2153,14,13,Beginner Level,1.5 hours,2015-07-27T18:39:51Z,,,,,
191854,Stock Market Foundations,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,FALSE,Free,19339,794,9,Beginner Level,2 hours,2014-03-31T21:35:06Z,,,,,
471546,Crash Course on Working Capital Management,https://www.udemy.com/crash-course-on-working-capital-management/,TRUE,20,3177,8,8,All Levels,1 hour,2015-04-16T17:35:54Z,,,,,
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,https://www.udemy.com/branch-accounts-a-complete-analysis/,TRUE,150,1535,16,462,All Levels,62 hours,2016-06-03T17:42:27Z,,,,,
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,TRUE,20,1027,29,25,All Levels,1.5 hours,2016-07-18T22:38:56Z,,,,,
1191504,How to create a routine Trading,https://www.udemy.com/how-to-create-a-trading-routine/,TRUE,25,307,8,5,All Levels,8 mins,2017-05-01T18:50:43Z,,,,,
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",https://www.udemy.com/forex-trading-robot-forex-trading/,TRUE,150,2096,48,29,All Levels,41 mins,2015-08-24T22:16:54Z,,,,,
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,https://www.udemy.com/forex-sos-course/,TRUE,50,1315,48,59,Beginner Level,2.5 hours,2015-11-18T22:40:10Z,,,,,
151668,Introduction to Financial Modeling,https://www.udemy.com/financial-modeling-asimplemodel/,FALSE,Free,29167,1463,8,Intermediate Level,1.5 hours,2014-05-27T16:22:16Z,,,,,
1105344,Quantitative Aptitude for Banking & Competitive Examinations,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,TRUE,50,1056,1,42,All Levels,3 hours,2017-02-09T19:33:52Z,,,,,
44836,Option Spreads and Credit Spreads Bundle,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,TRUE,180,2212,194,24,Expert Level,4.5 hours,2013-03-05T18:27:38Z,,,,,
840300,B Com Accountancy I (Paper ECO 02 IGNOU),https://www.udemy.com/accounts-from-incomplete-records/,TRUE,50,2946,6,284,All Levels,31.5 hours,2016-05-05T23:07:43Z,,,,,
1100054,FOREX TRADING - Learn in a quick + profitable way + support,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,TRUE,100,271,48,47,All Levels,3.5 hours,2017-02-20T23:45:20Z,,,,,
421054,Auditing Basics (Professional Course Level),https://www.udemy.com/basics-of-auditing/,TRUE,25,3771,10,35,All Levels,2.5 hours,2015-02-13T14:37:18Z,,,,,
528784,Stock market Investing Encyclopedia: How to invest in stocks,https://www.udemy.com/stockmarket/,TRUE,200,3143,11,39,Intermediate Level,3 hours,2015-11-10T22:55:53Z,,,,,
637430,Learn the basics of preparing accounting statements,https://www.udemy.com/basics-of-financial-accounting/,TRUE,20,1951,30,20,Intermediate Level,33 mins,2015-10-13T21:07:22Z,,,,,
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,TRUE,90,4022,35,14,Expert Level,1 hour,2016-12-15T15:49:13Z,,,,,
777444,Corporate Finance - A Brief Introduction,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,FALSE,Free,11724,649,17,Beginner Level,1.5 hours,2016-03-04T05:58:09Z,,,,,
474238,Excel functions to analyze and visualize data,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,TRUE,20,2283,54,16,Intermediate Level,2 hours,2015-04-20T18:52:32Z,,,,,
1245244,Building Financial Statements in Excel,https://www.udemy.com/guide-to-building-financial-statements/,TRUE,35,1181,1,18,Beginner Level,1 hour,2017-06-29T23:34:42Z,,,,,
1051570,Transfer Pricing A Complete Analysis,https://www.udemy.com/transfer-pricing-a-complete-analysis/,TRUE,50,1852,3,14,All Levels,2.5 hours,2016-12-28T18:19:16Z,,,,,
262370,Accounting: Get Hired Without Work Experience,https://www.udemy.com/accounting-get-hired-without-work-experience/,TRUE,100,4661,187,20,All Levels,1 hour,2014-09-01T21:43:47Z,,,,,
1188178,Forex Trading for Beginners - Basics,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,TRUE,50,989,9,11,All Levels,1 hour,2017-04-24T16:42:56Z,,,,,
824592,Basic Bookkeeping Hacks,https://www.udemy.com/basic-bookkeeping/,TRUE,20,5841,16,28,All Levels,1.5 hours,2016-06-14T15:43:23Z,,,,,
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,TRUE,200,1087,14,61,All Levels,9.5 hours,2017-03-23T05:54:27Z,,,,,
1243448,"Forex Trading with Fixed 'Risk through Options Trading""",https://www.udemy.com/forexoptions/,TRUE,200,611,4,26,Beginner Level,1 hour,2017-06-07T17:15:07Z,,,,,
