id,title,url,isPaid,price,numSubscribers,numReviews,numPublishedLectures,instructionalLevel,contentInfo,publishedTime,,,Is Paid,Total,Column1
720814,First Steps to Trading the Forexmarkets : Technical Analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,TRUE,35,1772,19,15,Beginner Level,3.5 hours,2016-01-08T21:40:03Z,,,,,
515326,Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,TRUE,20,1850,40,20,All Levels,1 hour,2015-06-01T20:09:03Z,,,,,
1218552,Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,FALSE,Free,1780,32,9,Beginner Level,1 hour,2017-05-18T16:48:46Z,,,,,
851106,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,FALSE,Free,4607,181,11,Beginner Level,32 mins,2016-05-17T00:43:59Z,,,,,
429308,Read financial statements like a pro,https://www.udemy.com/read-financial-statements-in-5-minutes/,TRUE,50,12,1,38,Intermediate Level,4 hours,2015-03-02T23:49:35Z,,,,,
302450,10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,TRUE,20,13,1,9,All Levels,1 hour,2015-03-08T19:11:24Z,,,,,
1117834,Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,TRUE,200,2,1,16,All Levels,1 hour,2017-04-06T04:59:32Z,,,,,
190816,IAS 18 - Revenue,https://www.udemy.com/ias-18-revenue/,FALSE,Free,2571,32,23,All Levels,4.5 hours,2014-03-29T14:10:31Z,,,,,
244000,Forex Trading: The High ROI Forex Trading End of Day Course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,TRUE,125,8,1,19,Intermediate Level,2.5 hours,2014-06-16T11:02:39Z,,,,,
429482,Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,TRUE,35,7,1,19,All Levels,1 hour,2015-02-23T04:37:14Z,,,,,
831940,Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,TRUE,20,217,0,47,Beginner Level,2.5 hours,2017-02-06T16:35:44Z,,,,,
833770,Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,TRUE,75,22,5,45,All Levels,4.5 hours,2017-05-01T23:22:07Z,,,,,
658764,Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,TRUE,50,131,2,38,All Levels,3 hours,2015-11-03T18:54:45Z,,,,,
707224,Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,TRUE,30,5,2,15,Beginner Level,2 hours,2017-02-03T16:23:16Z,,,,,
64739,Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,TRUE,50,116,10,51,All Levels,24 hours,2013-07-23T20:18:35Z,,,,,
907716,International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,TRUE,100,27,6,235,All Levels,19.5 hours,2016-09-06T15:03:27Z,,,,,
1030976,The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,TRUE,150,912,12,37,Beginner Level,3 hours,2017-01-11T02:52:19Z,,,,,
722682,Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,TRUE,20,1964,47,15,All Levels,1.5 hours,2016-01-12T20:03:45Z,,,,,
1122146,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,TRUE,200,1033,2,31,Beginner Level,1.5 hours,2017-02-22T21:36:08Z,,,,,
808506,Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,TRUE,95,913,117,48,Expert Level,2 hours,2016-05-18T16:04:14Z,,,,,
673016,Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,TRUE,200,2092,77,52,All Levels,3.5 hours,2015-11-23T20:42:22Z,,,,,
358062,Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,TRUE,95,2240,185,44,All Levels,2.5 hours,2014-12-03T21:41:25Z,,,,,
372234,Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,TRUE,30,4601,38,14,Intermediate Level,4 hours,2015-04-02T17:51:17Z,,,,,
822514,CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,TRUE,25,2953,20,211,All Levels,20.5 hours,2016-04-15T18:43:40Z,,,,,
1045726,Stock Market investment:Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,TRUE,125,1091,4,29,Beginner Level,3 hours,2016-12-20T14:36:59Z,,,,,
943426,Learn How to Play CashFlow Game,https://www.udemy.com/learn-how-to-play-cashflow-game/,TRUE,35,1459,11,26,Beginner Level,1 hour,2016-10-17T21:16:49Z,,,,,
46927,Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,TRUE,30,4855,64,24,Beginner Level,4 hours,2013-03-22T17:42:18Z,,,,,
567070,Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,TRUE,50,4034,8,40,Intermediate Level,3 hours,2015-09-16T18:57:23Z,,,,,
867440,"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,TRUE,200,57,22,19,Intermediate Level,3 hours,2016-06-06T00:06:37Z,,,,,
501996,Aprende a invertir practicando,https://www.udemy.com/aprende-a-invertir-practicando/,TRUE,35,26,9,42,All Levels,2 hours,2015-05-28T18:12:44Z,,,,,
1103590,Trading con retrocesos de Fibonacci,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,TRUE,25,14,4,15,All Levels,2.5 hours,2017-02-07T15:34:03Z,,,,,
1172370,Mit Finanzwissen zu besserem Unternehmertum,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,TRUE,50,49,3,23,Beginner Level,3 hours,2017-05-10T15:10:34Z,,,,,
673702,Como hacer empresa en 10 sesiones prácticas,https://www.udemy.com/finanzas-para-principiantes/,TRUE,20,11,2,10,Intermediate Level,30 mins,2015-11-19T18:20:45Z,,,,,
821108,المحاسبة للإداريين و غير المحاسبين,https://www.udemy.com/accounting-for-non-accountants-trendcast/,TRUE,20,9,3,17,Beginner Level,43 mins,2016-04-23T22:57:42Z,,,,,
863998,株式投資で本当のファンダメンタル分析ができるようになる,https://www.udemy.com/jun-sakai-trading-course3/,TRUE,20,91,7,30,All Levels,2 hours,2016-06-21T17:59:58Z,,,,,
822926,Curso de Trading práctico basado en casos reales,https://www.udemy.com/trading-practico/,TRUE,20,44,6,55,All Levels,10 hours,2016-08-29T16:36:38Z,,,,,
666254,Curso Avanzado de Trading,https://www.udemy.com/curso-avanzado-de-trading/,TRUE,125,106,11,100,All Levels,20.5 hours,2015-11-28T06:25:44Z,,,,,
421546,สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,https://www.udemy.com/binary-options-for-thai/,FALSE,Free,2079,258,25,All Levels,2 hours,2015-02-15T12:17:56Z,,,,,
518886,MQL4 Tutorial Golden Goose,https://www.udemy.com/mql4-tutorial-golden-goose-trading-tutorial/,TRUE,20,135,5,12,Beginner Level,1.5 hours,2015-06-07T19:32:46Z,,,,,
868128,Análise de Concessão de Crédito,https://www.udemy.com/estacio-analise-de-concessao-de-credito/,TRUE,20,31,11,20,All Levels,10.5 hours,2016-06-29T20:21:24Z,,,,,
986034,Technical Analysis Using Elliott Wave Theory,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,TRUE,60,217,7,16,All Levels,1 hour,2016-11-01T19:30:11Z,,,,,
42642,The Basics Of Volume Analysis,https://www.udemy.com/volume-analysis-basis/,TRUE,60,611,57,13,All Levels,1.5 hours,2013-02-24T13:23:14Z,,,,,
471428,Crash Course on Cost of Capital and Capital Structuring,https://www.udemy.com/crash-course-on-cost-of-capital-and-capital-structuring/,FALSE,Free,5007,41,19,All Levels,3 hours,2015-04-13T17:52:57Z,,,,,
600206,Business Accounting Made Easy,https://www.udemy.com/accounting-level-1-course/,TRUE,50,1168,5,26,Beginner Level,5.5 hours,2015-09-05T05:15:07Z,,,,,
283780,Build a DCF Model from Scratch,https://www.udemy.com/build-a-dcf-model/,FALSE,Free,4653,395,5,All Levels,31 mins,2014-09-14T21:13:26Z,,,,,
52118,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",https://www.udemy.com/weekly-forex-analysis-by-baraq-adnan/,FALSE,Free,3035,12,14,All Levels,1.5 hours,2016-06-20T21:02:36Z,,,,,
42640,Technical Analysis - A practical approach for trade entry,https://www.udemy.com/learn-technical-analysis/,TRUE,60,454,52,15,Expert Level,2 hours,2013-02-24T04:47:36Z,,,,,
767256,Mastering Technical Analysis : Maximizing Trading Profits,https://www.udemy.com/mastering-technical-analysis/,TRUE,60,325,14,62,All Levels,5 hours,2016-03-04T15:33:46Z,,,,,
843854,The Complete Guide to Professional Trading with Elliott Wave,https://www.udemy.com/practical-trading-trade-stocks-forex-with-elliott-wave/,TRUE,115,228,49,43,All Levels,4.5 hours,2016-05-11T16:40:05Z,,,,,
247558,A Complete Guide to Becoming a Trader on the Forex Market,https://www.udemy.com/make-a-living-with-forex/,TRUE,25,562,11,15,All Levels,1 hour,2014-06-28T05:52:41Z,,,,,
696616,Stock Market for Beginners - Complete Starter Toolkit,https://www.udemy.com/complete-stock-market-starter-toolkit-for-beginners/,TRUE,120,577,45,82,Intermediate Level,6.5 hours,2016-03-31T18:22:30Z,,,,,
205810,Beginners Binary Options Course,https://www.udemy.com/beginners-binary-options-trading-course/,FALSE,Free,10540,799,14,Beginner Level,1.5 hours,2014-04-27T06:58:27Z,,,,,
507486,Technical Analysis 101: Secrets of Trading Revealed,https://www.udemy.com/secrets-of-stock-market-trading-revealed/,TRUE,150,912,27,81,All Levels,2.5 hours,2015-07-16T22:29:32Z,,,,,
965306,Forex: What's a Trend and When it is Strong and Reliable,https://www.udemy.com/forex-whats-a-trend-strong-and-reliable/,FALSE,Free,2955,43,30,Intermediate Level,2 hours,2016-10-05T15:39:55Z,,,,,
1128662,Volatility Trading Analysis with R,https://www.udemy.com/volatility-trading-analysis-with-r/,TRUE,50,190,13,45,Expert Level,6 hours,2017-03-06T21:26:55Z,,,,,
1068986,How To Profit From Stock Market Volatility,https://www.udemy.com/how-to-trade-stock-market-volatility/,FALSE,Free,1736,36,11,All Levels,36 mins,2017-01-23T18:23:58Z,,,,,
627706,Awaken the Accountant in You | Master the Accounting Basics,https://www.udemy.com/enlightened-accountant-master-accounting-basics-in-no-time/,TRUE,35,1135,10,16,Beginner Level,1.5 hours,2015-11-24T23:55:22Z,,,,,
255280,WE WILL PAY YOU TO TRADE WITH US,https://www.udemy.com/trade-forex-the-professional-way-by-trading-live-with-us/,TRUE,20,2101,51,11,All Levels,2 hours,2014-08-18T21:09:54Z,,,,,
628944,Situational Trading: Proven Option Strategy for any Scenario,https://www.udemy.com/situationaltrading/,TRUE,200,1048,11,16,All Levels,1.5 hours,2015-11-06T19:01:58Z,,,,,
537886,Portfolio Management for CA / CS / CFA exams,https://www.udemy.com/portfolio-management-quantitative-techniques/,TRUE,20,1740,5,8,All Levels,1 hour,2015-07-21T19:24:17Z,,,,,
517938,Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),https://www.udemy.com/algorithmic-trading-with-matlab-wfatoolbox/,TRUE,20,1749,41,21,All Levels,1 hour,2015-06-23T22:37:31Z,,,,,
779678,Finding an Unlimited Amount of Investors,https://www.udemy.com/accredited-investors/,TRUE,80,1187,6,6,All Levels,42 mins,2016-03-03T22:25:41Z,,,,,
494330,Bookkeeping Made Easy,https://www.udemy.com/accounting-made-easy/,TRUE,70,1263,21,18,Beginner Level,1.5 hours,2015-07-14T00:00:48Z,,,,,
153926,BITCOIN VISUALLY. Part I.,https://www.udemy.com/bitcoin-visually-part-i/,TRUE,50,115,6,31,Beginner Level,4 hours,2014-03-16T14:36:01Z,,,,,
806122,Learn and Master the Basics of Finance,https://www.udemy.com/finance-101/,TRUE,20,43,17,39,Beginner Level,3 hours,2016-09-25T20:37:51Z,,,,,
725658,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,https://www.udemy.com/forex-learnto-trade-the-improved-advanced-patterns/,TRUE,75,55,2,27,All Levels,5.5 hours,2016-01-13T03:15:11Z,,,,,
1032234,Mastering the Market : (Technical Analysis + Candlestick),https://www.udemy.com/mastering-the-market-volume-i/,TRUE,90,18,7,97,All Levels,7 hours,2016-12-16T15:01:34Z,,,,,
996542,Mastering Countertrend Trading : High Profit Trading Pattern,https://www.udemy.com/mastering-countertrend-trading/,TRUE,40,14,5,11,All Levels,1 hour,2016-10-29T19:15:04Z,,,,,
756520,Exam 1 Review - Managerial Accounting (U of H),https://www.udemy.com/exam-1-review-mgr-acct/,TRUE,30,47,9,22,Beginner Level,2 hours,2016-02-11T16:23:46Z,,,,,
768028,* An Integrated Approach to the Fundamentals of Accounting,https://www.udemy.com/an-integrated-approach-to-the-fundamentals-of-accounting/,TRUE,200,134,14,123,All Levels,5.5 hours,2016-03-15T17:23:07Z,,,,,
73030,Get to grips with the CFA calculator,https://www.udemy.com/cfa-calculator/,TRUE,20,153,8,14,All Levels,1.5 hours,2013-08-05T16:02:15Z,,,,,
476880,Financial Model Fundamentals-Learn the Essential Skills,https://www.udemy.com/financial-model-fundamentals-learn-the-essential-skills/,TRUE,75,47,5,27,All Levels,2.5 hours,2015-06-01T20:58:11Z,,,,,
773060,Forex: Economic News Trading,https://www.udemy.com/forex-economic-news-trading/,TRUE,25,42,14,11,All Levels,41 mins,2016-02-29T18:44:03Z,,,,,
552058,Analyze Real Estate Investments | Financial Modeling,https://www.udemy.com/real-estate-financial-modeling/,TRUE,20,120,18,21,All Levels,2 hours,2015-07-21T21:45:17Z,,,,,
509512,Forex For Beginners - A Guide To Currency Trading,https://www.udemy.com/forex-for-beginners-a-guide-to-currency-trading/,TRUE,20,68,10,23,Beginner Level,30 mins,2015-05-25T18:19:21Z,,,,,
497236,Raise Your Credit Score to 800 Or More....,https://www.udemy.com/raise-your-credit-score-to-800-or-more/,TRUE,50,844,33,40,All Levels,2 hours,2015-07-12T19:05:43Z,,,,,
471556,Financial Management Budgeting Techniques,https://www.udemy.com/learn-cash-budgeting-techniques/,TRUE,20,2045,3,10,All Levels,2 hours,2015-04-12T16:28:31Z,,,,,
403602,Forex Killing Divergence - How to trade with precision,https://www.udemy.com/forex-killing-divergence-how-to-trade-with-precision/,TRUE,20,1168,38,11,All Levels,41 mins,2015-01-25T18:41:28Z,,,,,
326948,Working Capital Management for CA / CFA / CPA Exams,https://www.udemy.com/working-capital-management/,TRUE,25,2342,9,33,Intermediate Level,3.5 hours,2014-10-25T13:00:19Z,,,,,
537896,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,https://www.udemy.com/risk-analysis-in-capital-budgeting/,TRUE,20,2268,4,47,All Levels,5.5 hours,2015-07-07T20:21:29Z,,,,,
797762,Corporate Finance 101: Financial Statement Analysis & Ratios,https://www.udemy.com/corp-fin-101-fsa-ratios/,TRUE,50,967,16,43,All Levels,8 hours,2016-03-20T21:39:38Z,,,,,
674350,Mastering Futures Options for Beginners - Your Top 5 Plays!,https://www.udemy.com/mastering-futures-options-for-beginners-your-top-10-plays/,TRUE,200,1185,10,33,Beginner Level,2.5 hours,2016-02-02T20:35:37Z,,,,,
439362,"Professional Options Trading, Simplified",https://www.udemy.com/optionstrading/,TRUE,200,631,49,21,All Levels,2 hours,2015-04-17T21:59:15Z,,,,,
42634,"Advanced Options Concepts - Probability, Greeks, Simulation",https://www.udemy.com/advanced-options-analysis/,TRUE,60,968,81,10,Intermediate Level,2 hours,2013-02-27T13:05:27Z,,,,,
494800,Accounting Basics - A Complete Study,https://www.udemy.com/fundamentals-of-accounting-a-complete-study/,TRUE,180,1132,70,332,All Levels,29 hours,2015-05-06T23:27:45Z,,,,,
1222836,Case Studies in Macro Economics,https://www.udemy.com/case-studies-in-macro-economics/,TRUE,50,114,1,22,Beginner Level,4 hours,2017-05-25T17:00:12Z,,,,,
990440,My Forex Strategy that win consistently over and over,https://www.udemy.com/my-forex-strategy-that-help-me-consistently-winning/,TRUE,200,204,23,9,Intermediate Level,1.5 hours,2016-10-29T14:51:53Z,,,,,
109988,Understand Banks & Financial Markets ,https://www.udemy.com/the-banking-fundamentals-course/,TRUE,30,1548,24,34,All Levels,3 hours,2013-12-19T21:19:37Z,,,,,
815482,Stock Technical Analysis with Python,https://www.udemy.com/stock-technical-analysis-with-python/,TRUE,50,409,35,46,All Levels,8 hours,2016-04-12T00:40:03Z,,,,,
569436,How to Become an Accountant from scratch!,https://www.udemy.com/the-udemy-case-study/,TRUE,40,1169,7,15,Beginner Level,3 hours,2015-08-20T20:24:00Z,,,,,
803664,How to invest in Gold,https://www.udemy.com/howtoinvestingold/,TRUE,50,249,14,39,Beginner Level,2.5 hours,2016-06-14T17:10:19Z,,,,,
213154,Automate Your Finances,https://www.udemy.com/automate-your-personal-finances/,TRUE,20,690,17,21,Beginner Level,1 hour,2014-05-08T23:09:32Z,,,,,
484132,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),https://www.udemy.com/dividend-decision-a-comprehensive-study/,TRUE,150,1340,4,272,All Levels,26 hours,2015-07-19T19:43:52Z,,,,,
640062,Accounting Made Easy: A Quick Guide to Financial Accounting,https://www.udemy.com/accounting-made-easy-a-quick-guide-to-financial-accounting/,TRUE,95,274,41,18,All Levels,1.5 hours,2015-10-26T23:22:09Z,,,,,
363404,Futures/Commodity Training (Basics),https://www.udemy.com/commodity/,FALSE,Free,4863,202,6,Beginner Level,1.5 hours,2015-02-07T07:04:07Z,,,,,
454724,Cost Accounting Marginal Costing Theory and Practice,https://www.udemy.com/marginal-costing-theory-and-practice/,TRUE,20,1923,4,31,All Levels,2.5 hours,2015-03-24T19:07:08Z,,,,,
702278,The Big Volatility Short: The Best Trade On Wall Street!,https://www.udemy.com/the-big-volatility-short/,TRUE,200,224,35,16,All Levels,1.5 hours,2016-04-25T16:25:53Z,,,,,
323196,Master Finance in Three Hours,https://www.udemy.com/basic-finance-for-startups-smes-quick-clear-practical/,TRUE,20,721,12,29,Beginner Level,3 hours,2014-10-28T20:48:49Z,,,,,
1225686,Learn Options on Futures for Hedging Options and Stocks,https://www.udemy.com/learn-options-on-futures-for-hedging-options-and-stocks/,TRUE,60,51,2,6,Expert Level,42 mins,2017-05-23T22:23:38Z,,,,,
443584,Option selling trading as income source. Beginners friendly,https://www.udemy.com/option-trading/,TRUE,195,1276,46,61,All Levels,6 hours,2015-04-06T17:34:49Z,,,,,
1034074,Introduction to Value Growth Investing,https://www.udemy.com/introduction-to-value-growth-investing/,FALSE,Free,2768,83,10,All Levels,1 hour,2016-12-20T16:08:26Z,,,,,
1209694,Become A Forex Trader - Forex trading like a professional,https://www.udemy.com/become-a-forex-trader/,FALSE,Free,1735,31,19,All Levels,2.5 hours,2017-05-28T14:35:47Z,,,,,
418732,Hedge Fund Trading System,https://www.udemy.com/hedge-fund-trading-system/,FALSE,Free,8985,584,12,All Levels,1 hour,2015-03-06T01:11:18Z,,,,,
757450,Bulletproof Personal Finance: Expert Asset Allocation,https://www.udemy.com/bulletproof-personal-finance-expert-asset-allocation/,TRUE,45,1119,22,18,All Levels,1 hour,2016-02-10T04:57:32Z,,,,,
403468,Financial Accounting: The Complete Introductory Crash Course,https://www.udemy.com/university-level-introduction-to-financial-accounting/,TRUE,100,2591,44,69,All Levels,10 hours,2015-01-26T20:09:29Z,,,,,
761808,Learn About Trading Options from a real wallstreet trader,https://www.udemy.com/learn-about-trading-options-from-a-former-stockbroker/,TRUE,20,1046,17,12,All Levels,1 hour,2016-02-21T22:40:55Z,,,,,
614510,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,https://www.udemy.com/forex-rate-parity-theories/,TRUE,20,2239,4,7,All Levels,1 hour,2015-09-20T20:25:11Z,,,,,
519776,How to Build a Massive Stock Portfolio from Zero!,https://www.udemy.com/how-to-build-your-million-dollar-stock-portfolio-from-zero/,TRUE,200,1882,51,129,All Levels,11 hours,2015-07-20T23:07:38Z,,,,,
805336,Introductory Forex Trading Course,https://www.udemy.com/introductory-forex-trading-course/,FALSE,Free,5931,158,15,Beginner Level,3.5 hours,2016-05-04T22:34:45Z,,,,,
828254,Budgeting Hacks to Build Wealth!,https://www.udemy.com/budgeting-wealth/,FALSE,Free,4931,154,7,Beginner Level,32 mins,2016-05-31T15:10:45Z,,,,,
471440,Accounting and Finance for Bankers - A Comprehensive Study,https://www.udemy.com/crash-course-on-financial-management/,TRUE,180,3056,9,316,All Levels,24.5 hours,2015-04-10T19:24:28Z,,,,,
478598,Forex Prep Academy for Beginners-Real trades!,https://www.udemy.com/forex-prep-academy-for-beginners/,TRUE,75,1303,21,44,Beginner Level,3 hours,2015-06-19T15:22:42Z,,,,,
394636,Accounting for Deferred Taxes (Professional Course Level),https://www.udemy.com/accounting-for-deferred-taxes/,TRUE,25,2924,6,11,All Levels,1.5 hours,2015-01-15T13:19:33Z,,,,,
512004,TRADING TRUTHS,https://www.udemy.com/trading-truths/,TRUE,50,1405,14,27,All Levels,2 hours,2015-06-12T17:34:50Z,,,,,
1194426,The Binary Institute - Introductory Course in Binary Options,https://www.udemy.com/the-binary-institute-introductory-course-in-binary-options-trading/,FALSE,Free,1121,12,6,All Levels,1 hour,2017-04-27T23:49:48Z,,,,,
538540,Forex Trading vs Option Trading,https://www.udemy.com/trading-excellence/,TRUE,95,1776,14,29,All Levels,2.5 hours,2015-07-08T21:09:43Z,,,,,
406922,How to Invest in Stocks + Billionaire Investing Tips,https://www.udemy.com/how-to-invest-in-stocks-warren-buffett/,TRUE,40,1643,18,19,All Levels,2 hours,2015-07-01T20:43:10Z,,,,,
743914,Value Investing For Beginners,https://www.udemy.com/value-investing-for-beginners-y/,TRUE,100,801,48,25,Beginner Level,2.5 hours,2016-05-11T17:20:38Z,,,,,
419308,TRADING TACTICS,https://www.udemy.com/trading-tactics/,TRUE,145,951,25,62,All Levels,6 hours,2015-02-13T20:19:58Z,,,,,
542028,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,https://www.udemy.com/mql4-tutorial-bootcamp-trading-robot-coding-in-metatrader4/,TRUE,30,1278,33,23,Beginner Level,43 mins,2015-07-02T21:57:04Z,,,,,
482534,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,https://www.udemy.com/retirement-master-course-create-a-retirement-income-to-last/,TRUE,50,1184,15,37,All Levels,6 hours,2015-07-28T00:45:02Z,,,,,
716136,build a solid foundation for trading options,https://www.udemy.com/option-basics-to-be-profitable-trader/,TRUE,20,1115,8,8,All Levels,1 hour,2016-05-26T21:17:14Z,,,,,
737514,Forex Scam: Avoid the scam today,https://www.udemy.com/forex-secrets/,TRUE,20,1086,27,28,All Levels,2 hours,2016-02-05T00:04:50Z,,,,,
471446,Cost Accounting Crash Course,https://www.udemy.com/crash-course-on-cost-accounting/,TRUE,20,3730,11,17,All Levels,2.5 hours,2015-04-10T21:01:47Z,,,,,
920424,Option Trading for Rookies: Basic Option Strategies,https://www.udemy.com/basic-option-strategies-trading-vertical-options/,TRUE,95,810,27,61,All Levels,2.5 hours,2016-08-25T18:10:44Z,,,,,
49886,Business Analysis:  Working with Use Cases,https://www.udemy.com/usecases/,TRUE,90,2338,224,5,All Levels,1.5 hours,2013-04-17T19:33:22Z,,,,,
292462,Learn to Raise the Funds You Need via Crowdfunding,https://www.udemy.com/thecrowdfundedkit/,TRUE,20,3403,29,70,All Levels,8 hours,2014-09-19T20:38:16Z,,,,,
211874,Business finances,https://www.udemy.com/business-finances-learn-about-business-loans-debt-credit/,TRUE,75,4695,7,20,Beginner Level,1 hour,2014-05-07T01:51:09Z,,,,,
754028,Financial Accounting - A Brief Introduction,https://www.udemy.com/accounting-in-less-then-one-hour/,FALSE,Free,17847,1440,17,Beginner Level,1 hour,2016-02-24T14:53:28Z,,,,,
546924,Trading Economic Indicators - Complete Trading System,https://www.udemy.com/hacking-trading-through-economic-indicators/,TRUE,50,2692,25,25,Beginner Level,1.5 hours,2015-09-17T18:47:54Z,,,,,
105972,Foundation of Options Trading and Investing,https://www.udemy.com/options-trading-course-australia/,TRUE,20,6374,21,14,All Levels,1 hour,2013-10-16T04:41:28Z,,,,,
556068,Option Trading - How To Earn If You Can't Predict The Market,https://www.udemy.com/option-trading-how-to-earn/,TRUE,145,2305,19,30,All Levels,1.5 hours,2015-07-22T19:02:23Z,,,,,
1053272,The Financial Analyst Skills Training (FAST) course 2017,https://www.udemy.com/the-financial-analyst-skills-training-fast-course-2017/,TRUE,100,589,31,138,All Levels,10 hours,2017-01-02T17:44:17Z,,,,,
1273896,Covered Calls - Powerful Income Strategy for Stock Traders,https://www.udemy.com/covered-calls-income-strategy-for-stock-traders/,TRUE,60,22,0,8,Beginner Level,1 hour,2017-07-03T15:13:33Z,,,,,
317572,Accounting 1 Simplified for You,https://www.udemy.com/accounting-1-simplified-for-you/,TRUE,45,2490,95,13,Beginner Level,3 hours,2014-11-10T03:28:26Z,,,,,
738910,[Value Investing] Where White People Keep Their Money,https://www.udemy.com/where-white-people-keep-their-money/,TRUE,200,2715,70,20,Expert Level,4 hours,2016-05-25T21:04:41Z,,,,,
1015274,How to Start Investing: Made Simple and Easy,https://www.udemy.com/how-to-start-investing-made-simple-and-easy/,TRUE,200,1506,12,12,All Levels,1 hour,2016-11-25T04:52:51Z,,,,,
934574,Basics of Commerce A Complete Study,https://www.udemy.com/basics-of-commerce-a-complete-study/,TRUE,150,2197,4,105,All Levels,5.5 hours,2016-12-21T16:30:33Z,,,,,
1110470,The Passive Investing Blueprint - Build Wealth Passively,https://www.udemy.com/how-to-start-passive-investing-in-1-day/,TRUE,200,338,32,66,All Levels,3.5 hours,2017-03-08T22:37:44Z,,,,,
988804,7 Steps: Your Introduction to Trading,https://www.udemy.com/7-steps-your-introduction-to-trading/,TRUE,25,1076,22,176,Beginner Level,5 hours,2016-11-04T22:07:32Z,,,,,
529718,Forex - Elliott Wave Theory with Fibonacci. ,https://www.udemy.com/forex-strategy-elliott-wave-theory-with-fibonacci/,TRUE,20,2769,54,32,All Levels,1.5 hours,2015-06-19T22:06:07Z,,,,,
998872,The Actuarial Profession: Basic Sciences and Principles,https://www.udemy.com/actuarial-intro-eng/,TRUE,25,1531,6,7,Beginner Level,35 mins,2016-11-20T20:47:37Z,,,,,
1023670,Investing in stocks: Avoid stock market loss,https://www.udemy.com/avoid-investment-lossesforecast-the-next-recession/,TRUE,125,1136,12,13,Beginner Level,1 hour,2016-11-29T19:05:57Z,,,,,
571394,QuickBooks Online: Complete Guide & Certification tips,https://www.udemy.com/learn-quickbooks-online-qbo-with-hector-garcia-and-friends/,TRUE,50,2187,218,91,All Levels,13 hours,2015-08-03T17:46:24Z,,,,,
637176,Build Financial Models & Value Companies The Easy Way,https://www.udemy.com/build-basic-financial-models-valuation-companies-the-easy-way/,TRUE,20,1609,137,18,All Levels,1 hour,2015-10-13T00:45:13Z,,,,,
